567	1
568	2
569	1
570	3
571	1
572	2
573	2
574	2
575	1
576	3
577	2
578	2
579	1
580	3
581	2
582	1
583	1
584	1
585	3
586	3
587	1
588	3
589	2
590	2
591	3
592	2
593	3
594	1
595	2
596	2
597	3
598	1
599	1
600	2
601	1
602	2
603	2
604	2
605	2
606	3
607	2
608	2
609	2
610	3
611	2
612	1
613	3
614	2
615	1
616	2
617	2
618	2
619	2
620	1
621	2
622	2
623	1
624	2
625	1
626	2
627	3
628	2
629	2
630	1
631	2
632	2
633	2
634	2
635	1
636	2
637	2
638	1
639	1
640	2
641	2
642	1
643	2
644	1
645	2
646	1
647	3
648	2
649	1
650	1
651	2
652	1
653	1
654	2
655	1
656	2
657	2
658	1
659	2
660	2
661	1
662	2
663	1
664	2
665	1
666	2
667	3
668	3
669	2
670	1
671	1
672	2
673	1
674	1
675	2
676	2
677	3
678	3
679	3
680	2
681	3
682	3
683	2
684	3
685	2
686	1
687	3
688	2
689	2
690	2
691	1
692	2
693	1
694	2
695	1
696	2
697	3
698	3
699	1
700	3
701	1
702	3
703	2
704	3
705	2
706	1
707	1
708	3
709	1
710	1
711	3
712	3
713	1
714	1
715	3
716	1
717	3
718	3
719	1
720	1
721	1
722	2
723	1
724	2
725	1
726	2
727	1
728	3
729	2
730	3
731	2
732	3
733	2
734	1
735	3
736	3
737	3
738	3
739	1
740	1
741	1
742	1
743	3
744	3
745	1
746	3
747	1
748	1
749	1
750	1
751	1
752	2
753	3
754	3
755	1
756	3
757	1
758	2
759	1
760	1
761	2
762	2
763	1
764	3
765	2
766	3
767	3
768	3
769	2
770	3
771	2
772	2
773	1
774	3
775	3
776	2
777	1
778	1
779	1
780	3
781	1
782	3
783	1
784	3
785	1
786	2
787	2
788	3
789	1
790	3
791	1
792	1
793	3
794	1
795	3
796	3
797	3
798	3
799	2
800	3
801	1
802	1
803	2
804	2
805	1
806	3
807	1
808	3
809	3
810	3
811	3
812	2
813	1
814	3
815	3
816	1
817	2
818	2
819	3
820	1
821	3
822	1
823	3
824	3
825	1
826	1
827	1
828	1
829	1
830	1
831	2
832	1
833	1
834	1
835	3
836	1
837	2
838	1
839	1
840	3
841	2
842	1
843	3
844	1
845	1
846	1
847	1
848	1
849	2
850	1
851	1
852	3
853	1
854	2
855	2
856	1
857	2
858	1
859	2
860	3
861	2
862	1
863	1
864	1
865	2
866	1
867	3
868	3
869	3
870	1
871	3
872	1
873	1
874	3
875	3
876	3
877	3
878	1
879	2
880	2
881	3
882	1
883	1
884	1
885	1
886	1
887	1
888	3
889	1
890	1
891	1
892	2
893	3
894	3
895	1
896	1
897	1
898	3
899	2
900	3
901	1
902	1
903	1
904	3
905	2
906	3
907	3
908	1
909	1
910	3
911	2
912	1
913	2
914	1
915	3
916	3
917	1
918	2
919	3
920	1
921	3
922	3
923	2
924	1
925	1
926	2
927	1
928	3
929	1
930	3
931	1
932	2
933	2
934	1
935	2
936	1
937	3
938	3
939	1
940	3
941	1
942	3
943	1
944	2
945	1
946	3
947	1
948	1
949	1
950	3
951	3
952	1
953	2
954	2
955	2
956	2
957	1
958	2
959	3
960	1
961	3
962	2
963	1
964	1
965	1
966	1
967	3
968	1
969	3
970	1
971	1
972	3
973	1
974	3
975	1
976	1
977	1
978	3
979	3
980	2
981	1
982	2
983	1
984	1
985	3
986	3
987	1
988	3
989	2
990	3
991	1
992	3
993	3
994	3
995	1
996	3
997	3
998	3
999	3
1000	1
1001	1
1002	2
1003	3
1004	3
1005	3
1006	3
1007	1
1008	2
1009	3
1010	1
1011	1
1012	1
1013	3
1014	2
1015	2
1016	1
1017	1
1018	3
1019	3
1020	2
1021	1
1022	1
1023	1
1024	2
1025	1
1026	3
1027	3
1028	2
1029	1
1030	1
1031	2
1032	2
1033	3
1034	1
1035	3
1036	3
1037	1
1038	1
1039	3
1040	1
1041	1
1042	3
1043	1
1044	1
1045	1
1046	2
1047	1
1048	3
1049	3
1050	3
1051	3
1052	3
1053	3
1054	3
1055	1
1056	3
1057	1
1058	2
1059	3
1060	3
1061	3
1062	3
1063	2
1064	1
1065	2
1066	3
1067	2
1068	1
1069	2
1070	3
1071	1
1072	3
1073	3
1074	1
1075	3
1076	1
1077	3
1078	1
1079	3
1080	1
1081	3
1082	1
1083	3
1084	2
1085	2
1086	1
1087	2
1088	3
1089	2
1090	2
1091	1
1092	1
1093	3
1094	1
1095	3
1096	1
1097	2
1098	2
1099	2
1100	1
1101	3
1102	3
1103	3
1104	3
1105	3
1106	3
1107	3
1108	1
1109	1
1110	3
1111	1
1112	1
1113	1
1114	1
1115	1
1116	1
1117	2
1118	1
1119	1
1120	1
1121	1
1122	2
1123	3
1124	3
1125	2
1126	3
1127	3
1128	2
1129	2
1130	2
1131	3
1132	3
1133	3
1134	1
1135	1
1136	2
1137	3
1138	1
1139	3
1140	3
1141	2
1142	2
1143	3
1144	1
1145	3
1146	2
1147	2
1148	3
1149	1
1150	2
1151	1
1152	3
1153	2
1154	2
1155	2
1156	1
1157	3
1158	1
1159	1
1160	1
1161	1
1162	1
1163	2
1164	2
1165	1
1166	3
1167	3
1168	1
1169	3
1170	1
1171	1
1172	3
1173	3
1174	3
1175	3
1176	2
1177	1
1178	3
1179	1
1180	3
1181	3
1182	3
1183	3
1184	1
1185	2
1186	1
1187	1
1188	3
1189	3
1190	1
1191	2
1192	1
1193	3
1194	3
1195	3
1196	3
1197	1
1198	2
1199	2
1200	2
1201	1
1202	3
1203	2
1204	1
1205	2
1206	1
1207	1
1208	1
1209	1
1210	1
1211	3
1212	1
1213	2
1214	2
1215	2
1216	2
1217	3
1218	1
1219	1
1220	1
1221	2
1222	2
1223	2
1224	1
1225	1
1226	1
1227	1
1228	2
1229	1
1230	1
1231	2
1232	3
1233	2
1234	1
1235	1
1236	2
1237	1
1238	3
1239	2
1240	1
1241	3
1242	2
1243	3
1244	1
1245	2
1246	3
1247	3
1248	3
1249	1
1250	1
1251	3
1252	3
1253	2
1254	3
1255	3
1256	1
1257	1
1258	2
1259	1
1260	1
1261	1
1262	1
1263	2
1264	1
1265	1
1266	3
1267	1
1268	2
1269	1
1270	1
1271	3
1272	3
1273	3
1274	3
1275	2
1276	3
1277	3
1278	1
1279	2
1280	2
1281	2
1282	1
1283	1
1284	1
1285	1
1286	2
1287	3
1288	3
1289	3
1290	1
1291	1
1292	1
1293	3
1294	3
1295	3
1296	1
1297	1
1298	3
1299	2
1300	3
1301	1
1302	3
1303	3
1304	1
1305	3
1306	1
1307	1
1308	1
1309	3
1310	3
1311	1
1312	2
1313	1
1314	2
